OBJECTID,Facility Type,Facility Name,Park Name,Park Region,DATA SOURCE,CREATE_DATE,DATA CREATOR EDITOR,SITEID,COMMENTS,GlobalID,x,y
1772,Visitor Contact Station,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,e06b235a-e497-4e61-8259-b67ffc83d8f6,-12376827.6164927,5910014.43697755
1773,Parking,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,337b5b84-8647-4e85-9d14-6122926abad3,-12376763.3563693,5909989.09248941
1774,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,cfb59664-72db-4255-9acd-420aea7353ea,-12376795.4510347,5910058.71124861
1775,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,332eba2d-e31d-41b3-95de-3cf790bb82c6,-12376787.8914799,5910088.89663524
1776,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,37404cf8-2b7d-479b-bbe9-18d77f64bde6,-12376758.714155,5910078.87235733
1777,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,1984a182-813e-48cf-b85c-59e0b721a1ab,-12376772.3802902,5910040.80767538
1778,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,a77af7b5-b1e3-4b22-a456-2e60f761cc19,-12376710.0729834,5910016.48593112
1779,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,10088fe2-ae14-4982-8a24-c41f22565d22,-12376707.1722463,5910038.82312038
1780,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,6e5bf878-f742-49ab-896d-22601b024a30,-12376705.6982451,5910060.16110244
1781,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,0e0200ad-8787-4581-8a90-2dc87ddab6dc,-12376696.4836748,5910080.69736099
1782,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,33450e98-a367-47d7-b621-85f657dd40c7,-12376576.8242586,5909902.65668481
1783,Campsite,Camp Baker Put-in Area,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282881,Digitized from NAIP imagery and Park Manager notes,09473e9a-b9f0-4fdc-91bf-5f1da9e598ae,-12376557.7239943,5909867.23532742
1784,Parking,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,32e691db-0537-4650-a512-f26ee5fc1f45,-12399831.6762506,5980730.24941633
1785,Disposal Station,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,49e4a1f7-16c5-42e2-938b-7885d7dab852,-12399788.5632746,5980710.20394886
1786,Visitor Information Kiosk,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,63d1eefb-a128-4211-9b6a-791e3319b906,-12399782.0869173,5980708.01748053
1787,Park Host,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,3fc30a5e-213b-4c09-94ee-a0e37bf7b49f,-12399744.459624,5980721.81554548
1788,Park Host,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,54967956-36b4-4268-afbf-adb5eb5526f2,-12399769.6268231,5980724.13563645
1789,Restroom (Vault),Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,a32f61a5-0991-462b-ad56-f89d50c71b53,-12399793.0339909,5980653.27356405
1790,Miscellaneous Facility,Changing Room/ Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,64e37fe9-c834-448e-abe8-f9cd34c00114,-12399788.5056761,5980659.24115847
1791,Restroom (Vault),Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,c96ca222-6940-40b4-bb3f-0ec149b8e582,-12399776.6293374,5980675.344963
1792,Miscellaneous Facility,Changing Room/ Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,72851bc1-c5dc-4cda-b6ab-1aa5fe31ceeb,-12399785.9535116,5980674.53350067
1793,Parking,Eden Bridge Take-out,Smith River,4,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,282874,Digitized from NAIP imagery and Park Manager notes,ae89754d-d191-4c8b-8df3-829afb86dcc4,-12399828.445162,5980620.19785149
1794,Parking,Northern day use area,Black Sandy,4,point_features_kiosks2006 layer,1/18/2007 12:00:00 AM,2006 KIOSK CONSULTANT,281944,,bfc1fd92-f1b0-405c-a5ab-3d7de605dc25,-12455207.6730743,5901278.682867
1795,Archery Range,,Makoshika,5,point_features_kiosks2006 layer,3/14/2016 12:00:00 AM,HANSEN,283890,Aligned with NAIP imagery and Park Manager notes,b235f86e-5f3c-4b8a-ba35-d830445b032c,-11651339.7761223,5947350.43560377
1796,Campground (Utilities Unavailable),Sand Point,Tongue River Reservoir,5,point_features_kiosks2006 layer,3/18/2016 12:00:00 AM,HANSEN,283967,Created for map display,28509ef5-856a-4939-8d63-f0398e63fcb4,-11886469.3087303,5638710.27105441
1797,Water (Potable),,Wayfarers,1,point_symbols_kiosks2006 layer,3/21/2016 12:00:00 AM,HANSEN,280159,Aligned with NAIP imagery and Park Manager notes,1358c936-b9f2-4d10-ab49-f0d479a9bbba,-12699543.8743945,6115883.6403647
1798,Campsite,6,Finley Point,1,campsites_isr4671 layer,3/21/2016 12:00:00 AM,HANSEN,280032,Aligned with NAIP imagery and Park Manager notes,124bfcfb-fdcd-498a-9740-eaca32c48b91,-12699988.1249758,6066111.72098805
1799,Campsite,34,Placid Lake,2,HANSEN GPS DATA,8/10/2015 12:00:00 AM,HANSEN,280895,,81de2eaf-6a51-449c-8c00-360dc2f8717d,-12634873.9896251,5961399.2561045
1800,Water (Potable),Peewee Point North,Tongue River Reservoir,5,DIGITIZED,3/18/2016 12:00:00 AM,HANSEN,283967,Digitized from NAIP imagery and Park Manager notes,efa94fb2-c7ba-4820-98cf-75303ee665c4,-11887379.6568944,5638247.76747319
1801,Sitting Area,,First Peoples Buffalo Jump,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282807,Digitized from NAIP imagery and Park Manager notes,dc159a33-9fc4-4d86-b7e0-35713e25a8c8,-12415542.1441628,6020714.65124929
1802,Museum,,Travelers' Rest,2,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,8558831,Digitized from NAIP imagery and Park Manager notes,67362f53-cf59-4dbb-aba9-579eac93a1d5,-12700500.8804676,5901868.75324188
1803,Fee Collection Station,,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,390322ea-a1bf-4fb1-a204-637384709541,-12578313.8448339,5646882.40927095
1804,Scenic Viewpoint,Rainbow Overlook Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,f3259766-159e-4033-a421-4f7d0c437894,-12379437.4675227,6029372.09577572
1805,Visitor Information Kiosk,Day Use Area,Ackley Lake,4,point_features_kiosks2006 layer,4/8/2016 12:00:00 AM,HANSEN,282450,Aligned with NAIP imagery and Park Manager notes,a10cdd1a-8453-4dc3-9c22-77db206bebc4,-12238559.3094329,5935187.17084591
1806,Fee Collection Station,Northern day use area,Black Sandy,4,DIGITIZED,3/18/2016 12:00:00 AM,HANSEN,281944,Digitized from NAIP imagery and Park Manager notes,4711ab8d-1664-4fbe-938c-c5e227cbf161,-12455204.313676,5901350.82096033
1807,Campsite,Below the Dam,Tongue River Reservoir,5,DIGITIZED,3/18/2016 12:00:00 AM,HANSEN,283967,Digitized from NAIP imagery and Park Manager notes,0206bd6b-8d28-4dc7-bbec-f149655a5ddb,-11885512.7425863,5643417.09960468
1808,Interpretive Exhibit,Visitor Center,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,b7008caf-b6c4-4fbb-b1e1-b4cb963d3599,-12578962.9232132,5647085.55737979
1809,Gift Shop,Visitor Center,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,833bccf8-8914-466c-9815-df452b9d8cc3,-12578960.8582693,5647089.71375387
1810,Water (Potable),Visitor Center,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,6acaec89-85c3-4eb8-a799-e88ce7be9d02,-12578964.9405388,5647090.4337292
1811,Restroom (Flush),Visitor Center,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,f03505de-ea00-4f87-ae95-8dfc8688ac10,-12578960.1607722,5647094.26033165
1812,Interpretive Exhibit,Visitor Center Area,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,1eacd056-cc45-4ee8-9db5-7faf56805441,-12578961.8583675,5647117.21224432
1813,Fee Collection Station,Visitor Center Area,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,ec473b4a-ab80-4ef3-b083-fd283dc70610,-12578978.0090917,5647085.78384599
1814,Scenic Viewpoint,,Bannack,3,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,281798,Digitized from NAIP imagery and Park Manager notes,122738fc-af54-49ff-91d9-999eeb5d3d0b,-12578883.6859655,5646130.73722444
1815,Parking,Boat Launch Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,5efbb75c-c376-492e-9db6-89832acc9a0b,-12380779.6018378,6030347.35593562
1816,Restroom (Vault),Maroney Townsite Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,d156dbd3-593b-4cc1-a738-fc3f1e2dd435,-12363643.6420623,6037630.36349715
1817,Interpretive Exhibit,Maroney Townsite Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,f895145e-d203-4ca2-a1cb-5931bd41e007,-12363663.3591625,6037616.99833879
1818,Parking,Maroney Townsite Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,6daefabd-021c-4a5e-87c1-05dd3ad8e14d,-12363618.4620615,6037605.51753489
1819,Historic Site,Historic Ice-rink,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,933147a4-f95e-4708-959a-52cd1334683a,-12363713.7077353,6037666.10057102
1820,Scenic Viewpoint,Maroney Townsite Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,4e48e873-f4f5-40ee-b0cc-f5d4f464ebd5,-12363440.2172066,6038011.16503124
1821,Interpretive Exhibit,Maroney Townsite Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,ff39084b-ed08-44a6-8437-48e8104be383,-12363444.4236937,6038015.79739727
1822,Interpretive Exhibit,Sulfur Springs Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,39e05961-9681-446c-9572-81fc1df70c28,-12362557.0366386,6040186.30086918
1823,Interpretive Exhibit,Sulfur Springs Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,0aae1c1d-d568-4949-a87c-f843a7efb63b,-12362376.873705,6040242.46971774
1824,Interpretive Exhibit,Sulfur Springs Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,e13bc970-161e-457b-9837-49b95ef337fe,-12362258.9536111,6040250.22033579
1825,Restroom (Vault),Ryan Trailhead Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,1069104,Digitized from NAIP imagery and Park Manager notes,eac1ac06-ecc3-4615-86cf-c0ea1ca03023,-12368686.3522304,6035478.37963835
1826,Visitor Information Kiosk,Ryan Trailhead Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,1069104,Digitized from NAIP imagery and Park Manager notes,1e82a3b9-0f3a-4f55-b1ed-b614acc0ae1b,-12368678.3255517,6035476.65902995
1827,Historic Building,Ryan Trailhead Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,1069104,Digitized from NAIP imagery and Park Manager notes,8046f9bd-60b9-44bf-a5a8-3f8b2b758c34,-12368373.717502,6035397.50953238
1828,Parking,Ryan Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,9806b427-ac53-4e75-8ac0-7485a0e01402,-12369807.6379342,6035480.06117876
1829,Restroom (Vault),Ryan Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,f3c3c2b4-1fd0-4054-9cd5-f7ce9f7fa45b,-12369792.7330116,6035463.94553661
1830,Restroom (Vault),Ryan Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,fd00c827-d695-4242-aff3-b744abf04700,-12369784.6267634,6035458.37667954
1831,Disposal Station,Ryan Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,10fb44b5-be87-4b73-83c4-736da2d3f875,-12369774.9721188,6035453.70457533
1832,Interpretive Exhibit,Cochran Dam Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,1069104,Digitized from NAIP imagery and Park Manager notes,92df1456-f5a9-49f9-8876-17bb532a7135,-12373142.6935335,6033066.1080019
1833,Fee Collection Station,Evans-Riceville Trailhead Area,Sluice Boxes,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282818,Digitized from NAIP imagery and Park Manager notes,43d940b1-632d-4f95-a04c-1c0e03f7527f,-12349192.0717494,5976778.37321806
1834,Scenic Viewpoint,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,aa159f3b-ccd2-4fcf-a5c1-b8cc5363d3e1,-12382071.8571385,6029719.44928949
1835,Interpretive Exhibit,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,93b2bdda-0ff2-4570-927b-9c5fd26e1b0b,-12382067.2350114,6029722.88967178
1836,Sitting Area,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282375,Digitized from NAIP imagery and Park Manager notes,15be2bc9-5230-4808-841b-10d8360620ec,-12382062.2518077,6029727.71242174
1837,Scenic Viewpoint,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282375,Digitized from NAIP imagery and Park Manager notes,574e7cbf-8fb0-42c4-bf60-594152837d19,-12382050.6585372,6029743.48067519
1838,Interpretive Exhibit,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282375,Digitized from NAIP imagery and Park Manager notes,19d258e2-b115-4133-8aa7-60985687c3e5,-12382046.636344,6029747.49684269
1839,Scenic Viewpoint,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282375,Digitized from NAIP imagery and Park Manager notes,2c852764-b07c-45cd-81d4-8655bf02123d,-12382027.22747,6029781.69874793
1840,Interpretive Exhibit,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282375,Digitized from NAIP imagery and Park Manager notes,e14225aa-569f-4ac0-b44a-55592ed8c675,-12382026.509633,6029784.65991353
1841,Fee Collection Station,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,38c8c8f6-29c2-4661-9741-3be9d87ce4c0,-12381940.3397286,6029729.43110633
1842,Park Office,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,31d98c7a-7c16-4f31-be11-d92e5969f710,-12381924.9741041,6029733.89475179
1843,Gift Shop,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,61b66b68-5af0-4bcc-8007-a45dd3ec931d,-12381921.4480012,6029733.77646745
1844,Visitor Contact Station,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,8b755760-29f3-4fb2-85f5-8e510e67bc36,-12381923.2694281,6029736.48487519
1845,Fee Collection Station,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,7a98737d-e4c5-4303-888d-cdab9b69e3a9,-12381803.8833568,6029554.01292548
1846,Water (Potable),,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,58710f38-e767-4412-a8c1-00999dfaf140,-12381979.1449505,6029745.81114568
1847,Picnic Area,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,a65ded62-1456-45a4-b17f-cb9949fdb4ee,-12381783.5224346,6029416.7688559
1848,Picnic Area,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,fde8911a-a22c-4dec-ba66-06f19100975f,-12381720.7020862,6029451.14378602
1849,Picnic Area,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,296f237f-f8ee-4682-9684-c05976fa7ca8,-12381716.4404281,6029599.20202177
1850,Picnic Area,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,ff82fd83-e9b4-41be-8511-73e6093c41ed,-12381880.5207935,6029455.46100799
1851,Parking,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,2912c943-1be4-42f1-aaf6-0467f0de05a5,-12381882.2948938,6029407.98583078
1852,Parking,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,03f52195-4f8c-47de-95bc-8223d335f4df,-12381935.489225,6029405.8656537
1853,Parking,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,4ef684d6-e210-4d9e-a733-f8a0860173c3,-12381948.5024148,6029371.02163202
1854,Parking,,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282690,Digitized from NAIP imagery and Park Manager notes,89ef348b-e3c4-482d-8f49-66e47409e2b4,-12381993.9299506,6029343.31338959
1855,Restroom (Vault),Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,bb15a97a-0545-4ed8-83dc-97444e0b9ac3,-12385496.7280379,6027663.14457172
1856,Picnic Area,Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,80fa5f3e-fd59-4f96-b13b-1cb420077f4a,-12385488.728302,6027672.94384498
1857,Picnic Shelter,Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,18f574bf-4454-4c31-ad50-e62654923046,-12385477.0931373,6027677.72119766
1858,Visitor Information Kiosk,Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,08021d33-fc62-4831-8524-cfef594ef39a,-12385491.6576504,6027655.21045122
1859,Parking,Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,de4f49d4-3251-49ff-8b22-c0ecae654686,-12385463.2426663,6027670.96662088
1860,Disposal Station,Black Eagle Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,82e547fb-6d87-4f1f-b842-6dc7f908ad91,-12385477.7940136,6027647.86741625
1861,Scenic Viewpoint,Memorial Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,954a90d3-fc99-40f8-ba3b-2a683e58069d,-12385515.8002011,6027492.52117921
1862,Interpretive Exhibit,Memorial Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,440fe326-ec4b-480b-87a5-43dba5ddadde,-12385540.6499604,6027492.35326487
1863,Scenic Viewpoint,Memorial Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,bff706d5-b305-4287-b345-77dc1411f444,-12385537.5918183,6027491.24438307
1864,Scenic Viewpoint,Memorial Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,ba8c1a3e-e6c6-41bb-a721-7c60020d0a37,-12384879.3519386,6027731.61910056
1865,Sitting Area,Memorial Island Area,Giant Springs,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,6441657,Digitized from NAIP imagery and Park Manager notes,2285c5d6-2281-4689-84b9-0e759cf86c45,-12384897.5660277,6027714.72006272
1866,Restroom (Vault),Campground West Side Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,2aca8007-0a14-4608-9033-887c3adcd76b,-12238737.0985917,5935076.17434776
1867,Dock,Campground West Side Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,df07144f-43e4-4bd5-8c8c-382b81930c7c,-12238720.0284963,5934967.03258287
1868,Fee Collection Station,Day Use Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,b85b1a97-fdfb-45e9-a3c1-0c49b550a598,-12238555.2782606,5935190.81224183
1869,Parking,Day Use Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,87e1270c-9c91-47fb-8a95-0e142348ef2f,-12238555.3763184,5935208.29023702
1870,Swimming Area,Day Use Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,8ad470ea-3b17-4493-8379-b377117f9e30,-12238532.471363,5935180.25961228
1871,Visitor Information Kiosk,Day Use Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,899e5fc1-0415-40bd-86d2-1f1298655340,-12238596.698656,5935223.59325025
1872,Campsite,Shelter campsite - Campground West Side Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,f67e4883-725c-42c7-b559-18ca36813ecf,-12238923.2468076,5934666.32979609
1873,Campsite,Shelter campsite - Campground West Side Area,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,6b0ab089-cfb9-405e-8b14-dfcd46c59515,-12238875.7048964,5934749.13294263
1874,Campsite,Group Use Campsite with Shelter West Side,Ackley Lake,4,DIGITIZE,4/8/2016 12:00:00 AM,HANSEN,282450,Digitized from NAIP imagery and Park Manager notes,aa3d2db3-ba15-4d52-b2db-bfd521d90251,-12238805.3052393,5935001.21396075
1875,Scenic Viewpoint,Hungry Joe Scenic Overlook,Makoshika,5,DIGITIZE,5/26/2016 12:00:00 AM,HANSEN,283890,Digitized from NAIP imagery and Park Manager notes,d118b8e5-d630-4781-ae82-660e8ff2a6c2,-11653553.1722175,5956777.16136434
1876,Backcountry Camp,Vista Overlook Area,Makoshika,5,DIGITIZE,5/26/2016 12:00:00 AM,HANSEN,283890,Digitized from NAIP imagery and Park Manager notes,2e5eafa6-895c-409c-a033-c583f12d9ac0,-11647997.9482761,5945590.53564
1877,Visitor Information Kiosk,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,d44aabf9-7dbd-4f5c-ba36-4c7439ef31ab,-12678988.4436778,5921012.62127281
1878,Fee Collection Station,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,4d0ad51a-6fd0-4aaa-b2c1-15e5d6fcc725,-12678986.5320693,5921014.43801182
1879,Sitting Area,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,0d5d5ef2-4501-409d-9497-3bf21d950203,-12678803.4751223,5920964.58332925
1880,Sitting Area,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,bf0659c4-e2a0-431a-a180-dd0ca35c90bf,-12678645.1426185,5921068.81644882
1881,Interpretive Exhibit,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,54e532e0-4ed1-454c-8642-5ace6bf07084,-12678650.6103637,5921055.80251832
1882,Sitting Area,,Milltown,2,DIGITIZE,5/28/2016 12:00:00 AM,HANSEN,16895541,Digitized from NAIP imagery and Park Manager notes,8334a890-136e-48c8-9307-d001fc4c33d6,-12677383.0623745,5919720.39638786
